Date,Single,Dozen,HalfDozen
7/29/2014,$103.25 ,$214.84 ,$16.40 
7/30/2014,$59.00 ,$175.48 ,$16.40 
7/31/2014,$73.75 ,$198.44 ,$41.00 
8/1/2014,$147.50 ,$206.64 ,$24.60 
8/2/2014,$88.50 ,$193.52 ,$32.80 
8/3/2014,$0.00 ,$0.00 ,$0.00 
8/4/2014,$59.00 ,$141.04 ,$32.80 
8/5/2014,$44.25 ,$104.96 ,$41.00 
8/6/2014,$29.50 ,$106.60 ,$32.80 
8/7/2014,$14.75 ,$124.64 ,$32.80 
8/8/2014,$73.75 ,$209.92 ,$16.40 
8/9/2014,$29.50 ,$173.84 ,$32.80 
8/10/2014,$0.00 ,$0.00 ,$0.00 
8/11/2014,$44.25 ,$141.04 ,$41.00 
8/12/2014,$29.50 ,$154.16 ,$41.00 
8/13/2014,$103.25 ,$170.56 ,$16.40 
8/14/2014,$14.75 ,$167.28 ,$41.00 
8/15/2014,$103.25 ,$180.40 ,$32.80 
8/16/2014,$132.75 ,$200.08 ,$49.20 
8/17/2014,$0.00 ,$0.00 ,$0.00 
8/18/2014,$59.00 ,$183.68 ,$24.60 
8/19/2014,$73.75 ,$141.04 ,$32.80 
8/20/2014,$29.50 ,$145.96 ,$32.80 
8/21/2014,$44.25 ,$164.00 ,$8.20 
8/22/2014,$73.75 ,$178.76 ,$41.00 
8/23/2014,$44.25 ,$196.80 ,$24.60 
8/24/2014,$0.00 ,$0.00 ,$0.00 
8/25/2014,$44.25 ,$85.28 ,$8.20 
8/26/2014,$14.75 ,$114.80 ,$41.00 
8/27/2014,$29.50 ,$134.48 ,$24.60 
8/28/2014,$88.50 ,$129.56 ,$41.00 
8/29/2014,$132.75 ,$262.40 ,$24.60 
8/30/2014,$73.75 ,$213.20 ,$16.40 
8/31/2014,$0.00 ,$0.00 ,$0.00 
9/1/2014,$88.50 ,$193.52 ,$65.60 
9/2/2014,$59.00 ,$114.80 ,$41.00 
9/3/2014,$0.00 ,$159.08 ,$16.40 
9/4/2014,$0.00 ,$178.76 ,$16.40 
9/5/2014,$236.00 ,$291.92 ,$24.60 
9/6/2014,$88.50 ,$249.28 ,$41.00 
9/7/2014,$0.00 ,$0.00 ,$0.00 
9/8/2014,$73.75 ,$157.44 ,$16.40 
9/9/2014,$118.00 ,$98.40 ,$24.60 
9/10/2014,$14.75 ,$141.04 ,$16.40 
9/11/2014,$14.75 ,$134.48 ,$32.80 
9/12/2014,$103.25 ,$275.52 ,$41.00 
9/13/2014,$29.50 ,$255.84 ,$57.40 
9/14/2014,$0.00 ,$0.00 ,$0.00 
9/15/2014,$29.50 ,$141.04 ,$49.20 
9/16/2014,$29.50 ,$165.64 ,$8.20 
9/17/2014,$29.50 ,$141.04 ,$24.60 
9/18/2014,$29.50 ,$142.68 ,$16.40 
9/19/2014,$44.25 ,$390.32 ,$57.40 
9/20/2014,$103.25 ,$214.84 ,$24.60 
9/21/2014,$0.00 ,$0.00 ,$0.00 
9/22/2014,$14.75 ,$129.56 ,$24.60 
9/23/2014,$29.50 ,$142.68 ,$16.40 
9/24/2014,$29.50 ,$152.52 ,$41.00 
9/25/2014,$59.00 ,$216.48 ,$8.20 
9/26/2014,$162.25 ,$488.72 ,$65.60 
9/27/2014,$59.00 ,$305.04 ,$65.60 
9/28/2014,$0.00 ,$0.00 ,$0.00 
9/29/2014,$29.50 ,$162.36 ,$8.20 
9/30/2014,$59.00 ,$124.64 ,$16.40 
10/1/2014,$103.25 ,$182.04 ,$32.80 
10/2/2014,$44.25 ,$109.88 ,$49.20 
10/3/2014,$206.50 ,$510.04 ,$16.40 
10/4/2014,$44.25 ,$280.44 ,$65.60 
10/5/2014,$0.00 ,$0.00 ,$0.00 
10/6/2014,$29.50 ,$147.60 ,$49.20 
10/7/2014,$88.50 ,$175.48 ,$41.00 
10/8/2014,$44.25 ,$214.84 ,$32.80 
10/9/2014,$59.00 ,$203.36 ,$16.40 
10/10/2014,$132.75 ,$365.72 ,$32.80 
10/11/2014,$147.50 ,$406.72 ,$49.20 
10/12/2014,$0.00 ,$0.00 ,$0.00 
10/13/2014,$88.50 ,$237.80 ,$49.20 
10/14/2014,$73.75 ,$150.88 ,$49.20 
10/15/2014,$59.00 ,$160.72 ,$16.40 
10/16/2014,$103.25 ,$255.84 ,$16.40 
10/17/2014,$118.00 ,$298.48 ,$49.20 
10/18/2014,$44.25 ,$218.12 ,$41.00 
10/19/2014,$0.00 ,$0.00 ,$0.00 
10/20/2014,$73.75 ,$188.60 ,$32.80 
10/21/2014,$29.50 ,$190.24 ,$41.00 
10/22/2014,$118.00 ,$216.48 ,$32.80 
10/23/2014,$59.00 ,$175.48 ,$49.20 
10/24/2014,$191.75 ,$382.12 ,$32.80 
10/25/2014,$132.75 ,$350.96 ,$49.20 
10/26/2014,$0.00 ,$0.00 ,$0.00 
10/27/2014,$14.75 ,$191.88 ,$32.80 
10/28/2014,$14.75 ,$116.44 ,$24.60 
10/29/2014,$73.75 ,$152.52 ,$41.00 
10/30/2014,$88.50 ,$213.20 ,$16.40 
10/31/2014,$221.25 ,$401.80 ,$73.80 
11/1/2014,$59.00 ,$236.16 ,$8.20 
11/2/2014,$0.00 ,$0.00 ,$0.00 
11/3/2014,$59.00 ,$223.04 ,$41.00 
11/4/2014,$73.75 ,$136.12 ,$32.80 
11/5/2014,$29.50 ,$164.00 ,$0.00 
11/6/2014,$88.50 ,$160.72 ,$32.80 
11/7/2014,$177.00 ,$418.20 ,$8.20 
11/8/2014,$103.25 ,$270.60 ,$73.80 
11/9/2014,$0.00 ,$0.00 ,$0.00 
11/10/2014,$29.50 ,$170.56 ,$24.60 
11/11/2014,$73.75 ,$129.56 ,$32.80 
11/12/2014,$59.00 ,$155.80 ,$24.60 
11/13/2014,$88.50 ,$209.92 ,$24.60 
11/14/2014,$191.75 ,$347.68 ,$49.20 
11/15/2014,$118.00 ,$278.80 ,$32.80 
11/16/2014,$0.00 ,$0.00 ,$0.00 
11/17/2014,$59.00 ,$177.12 ,$8.20 
11/18/2014,$29.50 ,$198.44 ,$24.60 
11/19/2014,$44.25 ,$193.52 ,$8.20 
11/20/2014,$73.75 ,$139.40 ,$24.60 
11/21/2014,$132.75 ,$359.16 ,$73.80 
11/22/2014,$73.75 ,$219.76 ,$41.00 
11/23/2014,$0.00 ,$0.00 ,$0.00 
11/24/2014,$29.50 ,$186.96 ,$24.60 
11/25/2014,$88.50 ,$175.48 ,$49.20 
11/26/2014,$73.75 ,$177.12 ,$49.20 
11/27/2014,$0.00 ,$0.00 ,$0.00 
11/28/2014,$103.25 ,$206.64 ,$57.40 
11/29/2014,$132.75 ,$200.08 ,$98.40 
11/30/2014,$0.00 ,$0.00 ,$0.00 
12/1/2014,$73.75 ,$147.60 ,$16.40 
12/2/2014,$73.75 ,$101.68 ,$41.00 
12/3/2014,$118.00 ,$116.44 ,$41.00 
12/4/2014,$103.25 ,$160.72 ,$16.40 
12/5/2014,$132.75 ,$300.12 ,$73.80 
12/6/2014,$44.25 ,$288.64 ,$41.00 
12/7/2014,$0.00 ,$0.00 ,$0.00 
12/8/2014,$147.50 ,$196.80 ,$24.60 
12/9/2014,$88.50 ,$160.72 ,$8.20 
12/10/2014,$73.75 ,$173.84 ,$8.20 
12/11/2014,$88.50 ,$154.16 ,$49.20 
12/12/2014,$236.00 ,$236.16 ,$41.00 
12/13/2014,$88.50 ,$216.48 ,$57.40 
12/14/2014,$0.00 ,$0.00 ,$0.00 
12/15/2014,$29.50 ,$118.08 ,$41.00 
12/16/2014,$44.25 ,$131.20 ,$49.20 
12/17/2014,$103.25 ,$142.68 ,$41.00 
12/18/2014,$29.50 ,$118.08 ,$41.00 
12/19/2014,$132.75 ,$149.24 ,$32.80 
12/20/2014,$103.25 ,$131.20 ,$82.00 
12/21/2014,$0.00 ,$0.00 ,$0.00 
12/22/2014,$73.75 ,$152.52 ,$49.20 
12/23/2014,$73.75 ,$131.20 ,$65.60 
12/24/2014,$103.25 ,$65.60 ,$32.80 
12/25/2014,$0.00 ,$0.00 ,$0.00 
12/26/2014,$0.00 ,$0.00 ,$0.00 
12/27/2014,$0.00 ,$0.00 ,$0.00 
12/28/2014,$0.00 ,$0.00 ,$0.00 
12/29/2014,$59.00 ,$139.40 ,$49.20 
12/30/2014,$59.00 ,$116.44 ,$32.80 
12/31/2014,$73.75 ,$132.84 ,$32.80 
1/1/2015,$103.25 ,$132.84 ,$16.40 
1/2/2015,$0.00 ,$0.00 ,$0.00 
1/3/2015,$103.25 ,$124.64 ,$32.80 
1/4/2015,$0.00 ,$0.00 ,$0.00 
1/5/2015,$73.75 ,$141.04 ,$0.00 
1/6/2015,$59.00 ,$116.44 ,$8.20 
1/7/2015,$14.75 ,$83.64 ,$24.60 
1/8/2015,$44.25 ,$121.36 ,$16.40 
1/9/2015,$118.00 ,$200.08 ,$65.60 
1/10/2015,$29.50 ,$160.72 ,$32.80 
1/11/2015,$0.00 ,$0.00 ,$0.00 
1/12/2015,$29.50 ,$96.76 ,$16.40 
1/13/2015,$29.50 ,$109.88 ,$8.20 
1/14/2015,$88.50 ,$101.68 ,$8.20 
1/15/2015,$29.50 ,$162.36 ,$16.40 
1/16/2015,$132.75 ,$221.40 ,$106.60 
1/17/2015,$29.50 ,$195.16 ,$57.40 
1/18/2015,$0.00 ,$0.00 ,$0.00 
1/19/2015,$88.50 ,$191.88 ,$16.40 
1/20/2015,$88.50 ,$104.96 ,$24.60 
1/21/2015,$88.50 ,$152.52 ,$41.00 
1/22/2015,$29.50 ,$127.92 ,$16.40 
1/23/2015,$88.50 ,$280.44 ,$123.00 
1/24/2015,$88.50 ,$203.36 ,$41.00 
1/25/2015,$0.00 ,$0.00 ,$0.00 
1/26/2015,$14.75 ,$226.32 ,$32.80 
1/27/2015,$103.25 ,$193.52 ,$16.40 
1/28/2015,$59.00 ,$164.00 ,$8.20 
1/29/2015,$88.50 ,$190.24 ,$24.60 
1/30/2015,$162.25 ,$328.00 ,$90.20 
1/31/2015,$118.00 ,$273.88 ,$49.20 
2/1/2015,$0.00 ,$0.00 ,$0.00 
2/2/2015,$14.75 ,$196.80 ,$57.40 
2/3/2015,$73.75 ,$182.04 ,$24.60 
2/4/2015,$73.75 ,$162.36 ,$8.20 
2/5/2015,$118.00 ,$164.00 ,$8.20 
2/6/2015,$147.50 ,$383.76 ,$65.60 
2/7/2015,$118.00 ,$268.96 ,$41.00 
2/8/2015,$0.00 ,$0.00 ,$0.00 
2/9/2015,$29.50 ,$167.28 ,$16.40 
2/10/2015,$14.75 ,$167.28 ,$24.60 
2/11/2015,$73.75 ,$157.44 ,$49.20 
2/12/2015,$103.25 ,$198.44 ,$24.60 
2/13/2015,$162.25 ,$314.88 ,$139.40 
2/14/2015,$103.25 ,$209.92 ,$65.60 
2/15/2015,$0.00 ,$0.00 ,$0.00 
2/16/2015,$103.25 ,$195.16 ,$49.20 
2/17/2015,$44.25 ,$106.60 ,$32.80 
2/18/2015,$29.50 ,$131.20 ,$41.00 
2/19/2015,$103.25 ,$131.20 ,$0.00 
2/20/2015,$103.25 ,$291.92 ,$90.20 
2/21/2015,$73.75 ,$206.64 ,$8.20 
2/22/2015,$0.00 ,$0.00 ,$0.00 
2/23/2015,$14.75 ,$218.12 ,$8.20 
2/24/2015,$103.25 ,$136.12 ,$24.60 
2/25/2015,$88.50 ,$155.80 ,$41.00 
2/26/2015,$73.75 ,$198.44 ,$32.80 
2/27/2015,$118.00 ,$324.72 ,$57.40 
2/28/2015,$132.75 ,$219.76 ,$32.80 
3/1/2015,$0.00 ,$0.00 ,$0.00 
3/2/2015,$14.75 ,$173.84 ,$8.20 
3/3/2015,$88.50 ,$160.72 ,$32.80 
3/4/2015,$73.75 ,$109.88 ,$16.40 
3/5/2015,$44.25 ,$164.00 ,$57.40 
3/6/2015,$280.25 ,$332.92 ,$131.20 
3/7/2015,$44.25 ,$191.88 ,$24.60 
3/8/2015,$0.00 ,$0.00 ,$0.00 
3/9/2015,$103.25 ,$149.24 ,$8.20 
3/10/2015,$88.50 ,$145.96 ,$24.60 
3/11/2015,$73.75 ,$106.60 ,$16.40 
3/12/2015,$44.25 ,$121.36 ,$16.40 
3/13/2015,$88.50 ,$231.24 ,$106.60 
3/14/2015,$14.75 ,$168.92 ,$41.00 
3/15/2015,$0.00 ,$0.00 ,$0.00 
3/16/2015,$29.50 ,$139.40 ,$24.60 
3/17/2015,$29.50 ,$132.84 ,$49.20 
3/18/2015,$0.00 ,$160.72 ,$57.40 
3/19/2015,$59.00 ,$168.92 ,$24.60 
3/20/2015,$147.50 ,$296.84 ,$90.20 
3/21/2015,$221.25 ,$213.20 ,$65.60 
3/22/2015,$0.00 ,$0.00 ,$0.00 
3/23/2015,$44.25 ,$155.80 ,$16.40 
3/24/2015,$88.50 ,$136.12 ,$41.00 
3/25/2015,$29.50 ,$145.96 ,$49.20 
3/26/2015,$44.25 ,$129.56 ,$32.80 
3/27/2015,$221.25 ,$434.60 ,$65.60 
3/28/2015,$59.00 ,$262.40 ,$32.80 
3/29/2015,$0.00 ,$0.00 ,$0.00 
3/30/2015,$191.75 ,$149.24 ,$32.80 
3/31/2015,$44.25 ,$172.20 ,$24.60 
4/1/2015,$88.50 ,$134.48 ,$32.80 
4/2/2015,$73.75 ,$182.04 ,$49.20 
4/3/2015,$221.25 ,$254.20 ,$98.40 
4/4/2015,$118.00 ,$216.48 ,$24.60 
4/5/2015,$0.00 ,$0.00 ,$0.00 
4/6/2015,$59.00 ,$111.52 ,$24.60 
4/7/2015,$103.25 ,$172.20 ,$49.20 
4/8/2015,$73.75 ,$141.04 ,$16.40 
4/9/2015,$88.50 ,$165.64 ,$16.40 
4/10/2015,$221.25 ,$342.76 ,$90.20 
4/11/2015,$147.50 ,$246.00 ,$16.40 
4/12/2015,$0.00 ,$0.00 ,$0.00 
4/13/2015,$73.75 ,$182.04 ,$16.40 
4/14/2015,$73.75 ,$132.84 ,$49.20 
4/15/2015,$59.00 ,$209.92 ,$41.00 
4/16/2015,$29.50 ,$172.20 ,$8.20 
4/17/2015,$132.75 ,$298.48 ,$82.00 
4/18/2015,$29.50 ,$224.68 ,$24.60 
4/19/2015,$0.00 ,$0.00 ,$0.00 
4/20/2015,$0.00 ,$177.12 ,$24.60 
4/21/2015,$29.50 ,$139.40 ,$24.60 
4/22/2015,$118.00 ,$152.52 ,$32.80 
4/23/2015,$44.25 ,$154.16 ,$8.20 
4/24/2015,$191.75 ,$300.12 ,$73.80 
4/25/2015,$73.75 ,$254.20 ,$49.20 
4/26/2015,$0.00 ,$0.00 ,$0.00 
4/27/2015,$73.75 ,$155.80 ,$32.80 
4/28/2015,$44.25 ,$173.84 ,$16.40 
4/29/2015,$132.75 ,$182.04 ,$8.20 
4/30/2015,$59.00 ,$127.92 ,$49.20 
5/1/2015,$177.00 ,$375.56 ,$98.40 
5/2/2015,$103.25 ,$172.20 ,$41.00 
5/3/2015,$0.00 ,$0.00 ,$0.00 
5/4/2015,$118.00 ,$177.12 ,$16.40 
5/5/2015,$88.50 ,$183.68 ,$24.60 
5/6/2015,$73.75 ,$219.76 ,$8.20 
5/7/2015,$44.25 ,$137.76 ,$16.40 
5/8/2015,$191.75 ,$323.08 ,$57.40 
5/9/2015,$206.50 ,$234.52 ,$73.80 
5/10/2015,$0.00 ,$0.00 ,$0.00 
5/11/2015,$88.50 ,$195.16 ,$32.80 
5/12/2015,$29.50 ,$134.48 ,$16.40 
5/13/2015,$118.00 ,$124.64 ,$8.20 
5/14/2015,$29.50 ,$172.20 ,$16.40 
5/15/2015,$132.75 ,$280.44 ,$73.80 
5/16/2015,$14.75 ,$155.80 ,$49.20 
5/17/2015,$0.00 ,$0.00 ,$0.00 
5/18/2015,$44.25 ,$132.84 ,$8.20 
5/19/2015,$29.50 ,$142.68 ,$41.00 
5/20/2015,$59.00 ,$160.72 ,$16.40 
5/21/2015,$0.00 ,$201.72 ,$0.00 
5/22/2015,$118.00 ,$277.16 ,$49.20 
5/23/2015,$88.50 ,$180.40 ,$49.20 
5/24/2015,$0.00 ,$0.00 ,$0.00 
5/25/2015,$118.00 ,$196.80 ,$32.80 
5/26/2015,$0.00 ,$168.92 ,$32.80 
5/27/2015,$88.50 ,$131.20 ,$57.40 
5/28/2015,$29.50 ,$139.40 ,$57.40 
5/29/2015,$132.75 ,$309.96 ,$82.00 
5/30/2015,$103.25 ,$214.84 ,$73.80 
5/31/2015,$0.00 ,$0.00 ,$0.00 
6/1/2015,$0.00 ,$198.44 ,$24.60 
6/2/2015,$59.00 ,$109.88 ,$41.00 
6/3/2015,$103.25 ,$129.56 ,$16.40 
6/4/2015,$59.00 ,$144.32 ,$16.40 
6/5/2015,$368.75 ,$401.80 ,$131.20 
6/6/2015,$59.00 ,$221.40 ,$65.60 
6/7/2015,$0.00 ,$0.00 ,$0.00 
6/8/2015,$73.75 ,$177.12 ,$0.00 
6/9/2015,$59.00 ,$124.64 ,$16.40 
6/10/2015,$14.75 ,$193.52 ,$16.40 
6/11/2015,$88.50 ,$150.88 ,$41.00 
6/12/2015,$265.50 ,$278.80 ,$49.20 
6/13/2015,$44.25 ,$249.28 ,$57.40 
6/14/2015,$0.00 ,$0.00 ,$0.00 
6/15/2015,$73.75 ,$147.60 ,$41.00 
6/16/2015,$88.50 ,$155.80 ,$8.20 
6/17/2015,$73.75 ,$186.96 ,$24.60 
6/18/2015,$88.50 ,$188.60 ,$41.00 
6/19/2015,$103.25 ,$267.32 ,$106.60 
6/20/2015,$29.50 ,$218.12 ,$32.80 
6/21/2015,$0.00 ,$0.00 ,$0.00 
6/22/2015,$44.25 ,$173.84 ,$24.60 
6/23/2015,$73.75 ,$136.12 ,$41.00 
6/24/2015,$59.00 ,$127.92 ,$24.60 
6/25/2015,$132.75 ,$159.08 ,$32.80 
6/26/2015,$191.75 ,$282.08 ,$57.40 
6/27/2015,$73.75 ,$231.24 ,$49.20 
6/28/2015,$0.00 ,$0.00 ,$0.00 
6/29/2015,$29.50 ,$157.44 ,$24.60 
6/30/2015,$73.75 ,$208.28 ,$16.40 
7/1/2015,$132.75 ,$177.12 ,$41.00 
7/2/2015,$118.00 ,$262.40 ,$24.60 
7/3/2015,$309.75 ,$354.24 ,$98.40 
7/4/2015,$73.75 ,$352.60 ,$123.00 
7/5/2015,$0.00 ,$0.00 ,$0.00 
7/6/2015,$73.75 ,$246.00 ,$24.60 
7/7/2015,$29.50 ,$218.12 ,$8.20 
7/8/2015,$44.25 ,$224.68 ,$32.80 
7/9/2015,$132.75 ,$123.00 ,$24.60 
7/10/2015,$103.25 ,$277.16 ,$90.20 
7/11/2015,$29.50 ,$283.72 ,$98.40 
7/12/2015,$0.00 ,$0.00 ,$0.00 
7/13/2015,$59.00 ,$165.64 ,$57.40 
7/14/2015,$88.50 ,$232.88 ,$32.80 
7/15/2015,$88.50 ,$178.76 ,$32.80 
7/16/2015,$118.00 ,$231.24 ,$73.80 
7/17/2015,$162.25 ,$300.12 ,$65.60 
7/18/2015,$73.75 ,$260.76 ,$65.60 
7/19/2015,$0.00 ,$0.00 ,$0.00 
7/20/2015,$88.50 ,$241.08 ,$90.20 
7/21/2015,$103.25 ,$246.00 ,$8.20 
7/22/2015,$29.50 ,$175.48 ,$49.20 
7/23/2015,$132.75 ,$193.52 ,$24.60 
7/24/2015,$383.50 ,$359.16 ,$82.00 
7/25/2015,$88.50 ,$390.32 ,$41.00 
7/26/2015,$0.00 ,$0.00 ,$0.00 
7/27/2015,$73.75 ,$159.08 ,$41.00 
7/28/2015,$14.75 ,$191.88 ,$24.60 
7/29/2015,$206.50 ,$265.68 ,$41.00 
7/30/2015,$132.75 ,$195.16 ,$32.80 
7/31/2015,$280.25 ,$350.96 ,$90.20 
8/1/2015,$103.25 ,$303.40 ,$90.20 
8/2/2015,$0.00 ,$0.00 ,$0.00 
8/3/2015,$73.75 ,$257.48 ,$73.80 
8/4/2015,$73.75 ,$227.96 ,$73.80 
8/5/2015,$118.00 ,$203.36 ,$32.80 
8/6/2015,$103.25 ,$260.76 ,$57.40 
8/7/2015,$221.25 ,$423.12 ,$114.80 
8/8/2015,$162.25 ,$326.36 ,$123.00 
8/9/2015,$0.00 ,$0.00 ,$0.00 
8/10/2015,$73.75 ,$241.08 ,$82.00 
8/11/2015,$73.75 ,$295.20 ,$41.00 
8/12/2015,$59.00 ,$241.08 ,$8.20 
8/13/2015,$132.75 ,$234.52 ,$49.20 
8/14/2015,$250.75 ,$332.92 ,$98.40 
8/15/2015,$191.75 ,$311.60 ,$106.60 
8/16/2015,$0.00 ,$0.00 ,$0.00 
8/17/2015,$88.50 ,$167.28 ,$24.60 
8/18/2015,$88.50 ,$195.16 ,$41.00 
8/19/2015,$29.50 ,$139.40 ,$32.80 
8/20/2015,$59.00 ,$170.56 ,$8.20 
8/21/2015,$118.00 ,$382.12 ,$73.80 
8/22/2015,$132.75 ,$349.32 ,$73.80 
8/23/2015,$0.00 ,$0.00 ,$0.00 
8/24/2015,$103.25 ,$205.00 ,$24.60 
8/25/2015,$118.00 ,$201.72 ,$16.40 
8/26/2015,$103.25 ,$193.52 ,$0.00 
8/27/2015,$73.75 ,$221.40 ,$8.20 
8/28/2015,$147.50 ,$419.84 ,$65.60 
8/29/2015,$118.00 ,$350.96 ,$90.20 
8/30/2015,$0.00 ,$0.00 ,$0.00 
8/31/2015,$44.25 ,$236.16 ,$41.00 
9/1/2015,$73.75 ,$190.24 ,$8.20 
9/2/2015,$73.75 ,$216.48 ,$32.80 
9/3/2015,$132.75 ,$249.28 ,$16.40 
9/4/2015,$191.75 ,$375.56 ,$114.80 
9/5/2015,$147.50 ,$309.96 ,$106.60 
9/6/2015,$0.00 ,$0.00 ,$0.00 
9/7/2015,$88.50 ,$418.20 ,$82.00 
9/8/2015,$14.75 ,$177.12 ,$24.60 
9/9/2015,$73.75 ,$198.44 ,$57.40 
9/10/2015,$59.00 ,$260.76 ,$16.40 
9/11/2015,$147.50 ,$359.16 ,$73.80 
9/12/2015,$132.75 ,$385.40 ,$106.60 
9/13/2015,$0.00 ,$0.00 ,$0.00 
9/14/2015,$103.25 ,$209.92 ,$32.80 
9/15/2015,$88.50 ,$185.32 ,$24.60 
9/16/2015,$44.25 ,$234.52 ,$32.80 
9/17/2015,$88.50 ,$226.32 ,$16.40 
9/18/2015,$162.25 ,$380.48 ,$123.00 
9/19/2015,$59.00 ,$324.72 ,$73.80 
9/20/2015,$0.00 ,$0.00 ,$0.00 
9/21/2015,$44.25 ,$218.12 ,$57.40 
9/22/2015,$73.75 ,$190.24 ,$49.20 
9/23/2015,$73.75 ,$249.28 ,$32.80 
9/24/2015,$73.75 ,$206.64 ,$65.60 
9/25/2015,$147.50 ,$419.84 ,$106.60 
9/26/2015,$177.00 ,$444.44 ,$73.80 
9/27/2015,$0.00 ,$0.00 ,$0.00 
9/28/2015,$73.75 ,$255.84 ,$41.00 
9/29/2015,$103.25 ,$211.56 ,$49.20 
9/30/2015,$88.50 ,$237.80 ,$49.20 
10/1/2015,$59.00 ,$227.96 ,$90.20 
10/2/2015,$88.50 ,$413.28 ,$57.40 
10/3/2015,$59.00 ,$283.72 ,$57.40 
10/4/2015,$0.00 ,$0.00 ,$0.00 
10/5/2015,$59.00 ,$198.44 ,$8.20 
10/6/2015,$29.50 ,$234.52 ,$32.80 
10/7/2015,$118.00 ,$173.84 ,$49.20 
10/8/2015,$103.25 ,$160.72 ,$32.80 
10/9/2015,$177.00 ,$424.76 ,$98.40 
10/10/2015,$132.75 ,$447.72 ,$73.80 
10/11/2015,$0.00 ,$0.00 ,$0.00 
10/12/2015,$29.50 ,$331.28 ,$57.40 
10/13/2015,$103.25 ,$252.56 ,$16.40 
10/14/2015,$88.50 ,$236.16 ,$24.60 
10/15/2015,$59.00 ,$242.72 ,$49.20 
10/16/2015,$236.00 ,$321.44 ,$98.40 
10/17/2015,$59.00 ,$395.24 ,$114.80 
10/18/2015,$0.00 ,$0.00 ,$0.00 
10/19/2015,$73.75 ,$250.92 ,$16.40 
10/20/2015,$73.75 ,$149.24 ,$41.00 
10/21/2015,$88.50 ,$160.72 ,$32.80 
10/22/2015,$73.75 ,$252.56 ,$73.80 
10/23/2015,$118.00 ,$513.32 ,$131.20 
10/24/2015,$177.00 ,$349.32 ,$73.80 
10/25/2015,$0.00 ,$0.00 ,$0.00 
10/26/2015,$59.00 ,$267.32 ,$65.60 
10/27/2015,$73.75 ,$195.16 ,$32.80 
10/28/2015,$88.50 ,$214.84 ,$24.60 
10/29/2015,$73.75 ,$206.64 ,$8.20 
10/30/2015,$236.00 ,$396.88 ,$73.80 
10/31/2015,$88.50 ,$337.84 ,$73.80 
11/1/2015,$0.00 ,$0.00 ,$0.00 
11/2/2015,$103.25 ,$239.44 ,$41.00 
11/3/2015,$147.50 ,$186.96 ,$49.20 
11/4/2015,$44.25 ,$213.20 ,$41.00 
11/5/2015,$88.50 ,$208.28 ,$0.00 
11/6/2015,$177.00 ,$344.40 ,$90.20 
11/7/2015,$59.00 ,$355.88 ,$73.80 
11/8/2015,$0.00 ,$0.00 ,$0.00 
11/9/2015,$44.25 ,$231.24 ,$24.60 
11/10/2015,$73.75 ,$201.72 ,$8.20 
11/11/2015,$73.75 ,$193.52 ,$8.20 
11/12/2015,$103.25 ,$224.68 ,$16.40 
11/13/2015,$191.75 ,$406.72 ,$139.40 
11/14/2015,$191.75 ,$344.40 ,$123.00 
11/15/2015,$0.00 ,$0.00 ,$0.00 
11/16/2015,$73.75 ,$231.24 ,$41.00 
11/17/2015,$132.75 ,$244.36 ,$16.40 
11/18/2015,$73.75 ,$183.68 ,$32.80 
11/19/2015,$59.00 ,$167.28 ,$57.40 
11/20/2015,$147.50 ,$313.24 ,$90.20 
11/21/2015,$44.25 ,$213.20 ,$24.60 
11/22/2015,$0.00 ,$0.00 ,$0.00 
11/23/2015,$29.50 ,$227.96 ,$32.80 
11/24/2015,$118.00 ,$186.96 ,$24.60 
11/25/2015,$118.00 ,$177.12 ,$57.40 
11/26/2015,$0.00 ,$0.00 ,$0.00 
11/27/2015,$103.25 ,$191.88 ,$73.80 
11/28/2015,$88.50 ,$186.96 ,$24.60 
11/29/2015,$0.00 ,$0.00 ,$0.00 
11/30/2015,$59.00 ,$159.08 ,$24.60 
12/1/2015,$59.00 ,$142.68 ,$41.00 
12/2/2015,$73.75 ,$139.40 ,$16.40 
12/3/2015,$44.25 ,$139.40 ,$49.20 
12/4/2015,$206.50 ,$362.44 ,$90.20 
12/5/2015,$88.50 ,$303.40 ,$49.20 
12/6/2015,$0.00 ,$0.00 ,$0.00 
12/7/2015,$59.00 ,$188.60 ,$16.40 
12/8/2015,$88.50 ,$154.16 ,$32.80 
12/9/2015,$73.75 ,$237.80 ,$41.00 
12/10/2015,$73.75 ,$183.68 ,$32.80 
12/11/2015,$221.25 ,$336.20 ,$32.80 
12/12/2015,$103.25 ,$267.32 ,$57.40 
12/13/2015,$0.00 ,$0.00 ,$0.00 
12/14/2015,$29.50 ,$165.64 ,$32.80 
12/15/2015,$44.25 ,$137.76 ,$8.20 
12/16/2015,$29.50 ,$86.92 ,$16.40 
12/17/2015,$44.25 ,$131.20 ,$24.60 
12/18/2015,$59.00 ,$209.92 ,$139.40 
12/19/2015,$59.00 ,$214.84 ,$57.40 
12/20/2015,$0.00 ,$0.00 ,$0.00 
12/21/2015,$59.00 ,$147.60 ,$24.60 
12/22/2015,$147.50 ,$175.48 ,$16.40 
12/23/2015,$73.75 ,$114.80 ,$8.20 
12/24/2015,$73.75 ,$109.88 ,$41.00 
12/25/2015,$0.00 ,$0.00 ,$0.00 
12/26/2015,$0.00 ,$0.00 ,$0.00 
12/27/2015,$0.00 ,$0.00 ,$0.00 
