Date,Single,Dozen,HalfDozen
12/28/2015,$73.75 ,$208.28 ,$32.80 
12/29/2015,$103.25 ,$193.52 ,$57.40 
12/30/2015,$73.75 ,$137.76 ,$57.40 
12/31/2015,$73.75 ,$211.56 ,$49.20 
1/1/2016,$88.50 ,$264.04 ,$73.80 
1/2/2016,$44.25 ,$160.72 ,$90.20 
1/3/2016,$0.00 ,$0.00 ,$0.00 
1/4/2016,$29.50 ,$113.16 ,$41.00 
1/5/2016,$44.25 ,$165.64 ,$24.60 
1/6/2016,$59.00 ,$109.88 ,$8.20 
1/7/2016,$44.25 ,$126.28 ,$32.80 
1/8/2016,$29.50 ,$301.76 ,$57.40 
1/9/2016,$14.75 ,$195.16 ,$32.80 
1/10/2016,$0.00 ,$0.00 ,$0.00 
1/11/2016,$29.50 ,$123.00 ,$32.80 
1/12/2016,$162.25 ,$134.48 ,$0.00 
1/13/2016,$103.25 ,$183.68 ,$41.00 
1/14/2016,$0.00 ,$145.96 ,$16.40 
1/15/2016,$73.75 ,$298.48 ,$57.40 
1/16/2016,$59.00 ,$282.08 ,$57.40 
1/17/2016,$0.00 ,$0.00 ,$0.00 
1/18/2016,$59.00 ,$221.40 ,$24.60 
1/19/2016,$14.75 ,$168.92 ,$8.20 
1/20/2016,$73.75 ,$129.56 ,$16.40 
1/21/2016,$44.25 ,$162.36 ,$57.40 
1/22/2016,$73.75 ,$39.36 ,$24.60 
1/23/2016,$0.00 ,$62.32 ,$8.20 
1/24/2016,$0.00 ,$0.00 ,$0.00 
1/25/2016,$73.75 ,$152.52 ,$8.20 
1/26/2016,$88.50 ,$164.00 ,$8.20 
1/27/2016,$29.50 ,$159.08 ,$8.20 
1/28/2016,$44.25 ,$173.84 ,$8.20 
1/29/2016,$132.75 ,$393.60 ,$49.20 
1/30/2016,$0.00 ,$293.56 ,$32.80 
1/31/2016,$0.00 ,$0.00 ,$0.00 
2/1/2016,$73.75 ,$159.08 ,$8.20 
2/2/2016,$29.50 ,$183.68 ,$32.80 
2/3/2016,$44.25 ,$167.28 ,$24.60 
2/4/2016,$44.25 ,$216.48 ,$32.80 
2/5/2016,$73.75 ,$337.84 ,$98.40 
2/6/2016,$29.50 ,$280.44 ,$65.60 
2/7/2016,$0.00 ,$0.00 ,$0.00 
2/8/2016,$103.25 ,$160.72 ,$24.60 
2/9/2016,$88.50 ,$183.68 ,$32.80 
2/10/2016,$14.75 ,$213.20 ,$32.80 
2/11/2016,$29.50 ,$168.92 ,$8.20 
2/12/2016,$250.75 ,$296.84 ,$82.00 
2/13/2016,$103.25 ,$246.00 ,$57.40 
2/14/2016,$0.00 ,$0.00 ,$0.00 
2/15/2016,$14.75 ,$177.12 ,$16.40 
2/16/2016,$73.75 ,$198.44 ,$32.80 
2/17/2016,$59.00 ,$167.28 ,$24.60 
2/18/2016,$0.00 ,$139.40 ,$16.40 
2/19/2016,$118.00 ,$326.36 ,$90.20 
2/20/2016,$44.25 ,$257.48 ,$49.20 
2/21/2016,$0.00 ,$0.00 ,$0.00 
2/22/2016,$14.75 ,$167.28 ,$8.20 
2/23/2016,$44.25 ,$216.48 ,$41.00 
2/24/2016,$59.00 ,$164.00 ,$8.20 
2/25/2016,$44.25 ,$175.48 ,$16.40 
2/26/2016,$147.50 ,$311.60 ,$90.20 
2/27/2016,$118.00 ,$306.68 ,$106.60 
2/28/2016,$0.00 ,$0.00 ,$0.00 
2/29/2016,$44.25 ,$142.68 ,$24.60 
3/1/2016,$88.50 ,$206.64 ,$16.40 
3/2/2016,$59.00 ,$205.00 ,$8.20 
3/3/2016,$44.25 ,$191.88 ,$24.60 
3/4/2016,$206.50 ,$341.12 ,$139.40 
3/5/2016,$44.25 ,$236.16 ,$106.60 
3/6/2016,$0.00 ,$0.00 ,$0.00 
3/7/2016,$29.50 ,$159.08 ,$32.80 
3/8/2016,$73.75 ,$104.96 ,$24.60 
3/9/2016,$73.75 ,$141.04 ,$41.00 
3/10/2016,$29.50 ,$159.08 ,$49.20 
3/11/2016,$147.50 ,$314.88 ,$65.60 
3/12/2016,$73.75 ,$268.96 ,$32.80 
3/13/2016,$0.00 ,$0.00 ,$0.00 
3/14/2016,$14.75 ,$180.40 ,$41.00 
3/15/2016,$44.25 ,$164.00 ,$24.60 
3/16/2016,$44.25 ,$175.48 ,$16.40 
3/17/2016,$14.75 ,$162.36 ,$16.40 
3/18/2016,$162.25 ,$336.20 ,$106.60 
3/19/2016,$29.50 ,$293.56 ,$57.40 
3/20/2016,$0.00 ,$0.00 ,$0.00 
3/21/2016,$118.00 ,$185.32 ,$49.20 
3/22/2016,$29.50 ,$196.80 ,$41.00 
3/23/2016,$44.25 ,$175.48 ,$24.60 
3/24/2016,$73.75 ,$224.68 ,$16.40 
3/25/2016,$250.75 ,$447.72 ,$131.20 
3/26/2016,$73.75 ,$190.24 ,$41.00 
3/27/2016,$0.00 ,$0.00 ,$0.00 
3/28/2016,$44.25 ,$195.16 ,$32.80 
3/29/2016,$14.75 ,$255.84 ,$8.20 
3/30/2016,$118.00 ,$219.76 ,$24.60 
3/31/2016,$88.50 ,$224.68 ,$41.00 
4/1/2016,$250.75 ,$352.60 ,$57.40 
4/2/2016,$103.25 ,$232.88 ,$65.60 
4/3/2016,$0.00 ,$0.00 ,$0.00 
4/4/2016,$73.75 ,$213.20 ,$49.20 
4/5/2016,$59.00 ,$191.88 ,$32.80 
4/6/2016,$44.25 ,$195.16 ,$16.40 
4/7/2016,$88.50 ,$198.44 ,$16.40 
4/8/2016,$118.00 ,$436.24 ,$98.40 
4/9/2016,$88.50 ,$282.08 ,$41.00 
4/10/2016,$0.00 ,$0.00 ,$0.00 
4/11/2016,$59.00 ,$195.16 ,$49.20 
4/12/2016,$29.50 ,$193.52 ,$8.20 
4/13/2016,$14.75 ,$183.68 ,$16.40 
4/14/2016,$59.00 ,$227.96 ,$24.60 
4/15/2016,$59.00 ,$395.24 ,$90.20 
4/16/2016,$88.50 ,$254.20 ,$82.00 
4/17/2016,$0.00 ,$0.00 ,$0.00 
4/18/2016,$103.25 ,$168.92 ,$16.40 
4/19/2016,$44.25 ,$136.12 ,$16.40 
4/20/2016,$0.00 ,$147.60 ,$24.60 
4/21/2016,$118.00 ,$170.56 ,$16.40 
4/22/2016,$206.50 ,$439.52 ,$90.20 
4/23/2016,$88.50 ,$354.24 ,$41.00 
4/24/2016,$0.00 ,$0.00 ,$0.00 
4/25/2016,$59.00 ,$173.84 ,$32.80 
4/26/2016,$44.25 ,$198.44 ,$8.20 
4/27/2016,$29.50 ,$183.68 ,$32.80 
4/28/2016,$132.75 ,$157.44 ,$8.20 
4/29/2016,$265.50 ,$424.76 ,$73.80 
4/30/2016,$118.00 ,$190.24 ,$73.80 
5/1/2016,$0.00 ,$0.00 ,$0.00 
5/2/2016,$132.75 ,$206.64 ,$65.60 
5/3/2016,$59.00 ,$223.04 ,$57.40 
5/4/2016,$88.50 ,$249.28 ,$24.60 
5/5/2016,$59.00 ,$232.88 ,$24.60 
5/6/2016,$103.25 ,$492.00 ,$32.80 
5/7/2016,$29.50 ,$268.96 ,$49.20 
5/8/2016,$0.00 ,$0.00 ,$0.00 
5/9/2016,$44.25 ,$242.72 ,$41.00 
5/10/2016,$59.00 ,$237.80 ,$49.20 
5/11/2016,$59.00 ,$231.24 ,$8.20 
5/12/2016,$73.75 ,$196.80 ,$8.20 
5/13/2016,$162.25 ,$431.32 ,$57.40 
5/14/2016,$88.50 ,$365.72 ,$57.40 
5/15/2016,$0.00 ,$0.00 ,$0.00 
5/16/2016,$0.00 ,$183.68 ,$8.20 
5/17/2016,$103.25 ,$114.80 ,$49.20 
5/18/2016,$59.00 ,$205.00 ,$8.20 
5/19/2016,$73.75 ,$211.56 ,$0.00 
5/20/2016,$250.75 ,$403.44 ,$147.60 
5/21/2016,$103.25 ,$234.52 ,$49.20 
5/22/2016,$0.00 ,$0.00 ,$0.00 
5/23/2016,$103.25 ,$195.16 ,$49.20 
5/24/2016,$14.75 ,$219.76 ,$32.80 
5/25/2016,$59.00 ,$134.48 ,$24.60 
5/26/2016,$59.00 ,$182.04 ,$8.20 
5/27/2016,$132.75 ,$382.12 ,$65.60 
5/28/2016,$59.00 ,$341.12 ,$16.40 
5/29/2016,$0.00 ,$0.00 ,$0.00 
5/30/2016,$59.00 ,$260.76 ,$32.80 
5/31/2016,$29.50 ,$190.24 ,$32.80 
6/1/2016,$44.25 ,$218.12 ,$24.60 
6/2/2016,$44.25 ,$244.36 ,$16.40 
6/3/2016,$295.00 ,$410.00 ,$73.80 
6/4/2016,$73.75 ,$177.12 ,$57.40 
6/5/2016,$0.00 ,$0.00 ,$0.00 
6/6/2016,$73.75 ,$149.24 ,$0.00 
6/7/2016,$14.75 ,$193.52 ,$32.80 
6/8/2016,$14.75 ,$209.92 ,$8.20 
6/9/2016,$73.75 ,$200.08 ,$16.40 
6/10/2016,$132.75 ,$288.64 ,$73.80 
6/11/2016,$73.75 ,$250.92 ,$73.80 
6/12/2016,$0.00 ,$0.00 ,$0.00 
6/13/2016,$44.25 ,$200.08 ,$24.60 
6/14/2016,$14.75 ,$168.92 ,$16.40 
6/15/2016,$29.50 ,$196.80 ,$65.60 
6/16/2016,$59.00 ,$175.48 ,$32.80 
6/17/2016,$162.25 ,$254.20 ,$82.00 
6/18/2016,$73.75 ,$214.84 ,$82.00 
6/19/2016,$0.00 ,$0.00 ,$0.00 
6/20/2016,$44.25 ,$216.48 ,$24.60 
6/21/2016,$59.00 ,$214.84 ,$41.00 
6/22/2016,$59.00 ,$201.72 ,$32.80 
6/23/2016,$59.00 ,$247.64 ,$8.20 
6/24/2016,$118.00 ,$357.52 ,$98.40 
6/25/2016,$73.75 ,$277.16 ,$32.80 
6/26/2016,$0.00 ,$0.00 ,$0.00 
6/27/2016,$59.00 ,$219.76 ,$32.80 
6/28/2016,$29.50 ,$219.76 ,$16.40 
6/29/2016,$14.75 ,$203.36 ,$24.60 
6/30/2016,$73.75 ,$186.96 ,$16.40 
7/1/2016,$88.50 ,$350.96 ,$82.00 
7/2/2016,$118.00 ,$375.56 ,$73.80 
7/3/2016,$0.00 ,$0.00 ,$0.00 
7/4/2016,$191.75 ,$264.04 ,$32.80 
7/5/2016,$44.25 ,$285.36 ,$16.40 
7/6/2016,$29.50 ,$195.16 ,$41.00 
7/7/2016,$44.25 ,$219.76 ,$41.00 
7/8/2016,$88.50 ,$373.92 ,$82.00 
7/9/2016,$73.75 ,$285.36 ,$114.80 
7/10/2016,$0.00 ,$0.00 ,$0.00 
7/11/2016,$14.75 ,$178.76 ,$24.60 
7/12/2016,$14.75 ,$227.96 ,$16.40 
7/13/2016,$14.75 ,$224.68 ,$24.60 
7/14/2016,$73.75 ,$195.16 ,$49.20 
7/15/2016,$103.25 ,$396.88 ,$106.60 
7/16/2016,$59.00 ,$344.40 ,$98.40 
7/17/2016,$0.00 ,$0.00 ,$0.00 
7/18/2016,$44.25 ,$227.96 ,$49.20 
7/19/2016,$44.25 ,$267.32 ,$24.60 
7/20/2016,$73.75 ,$178.76 ,$16.40 
7/21/2016,$88.50 ,$213.20 ,$41.00 
7/22/2016,$73.75 ,$378.84 ,$147.60 
7/23/2016,$59.00 ,$282.08 ,$24.60 
7/24/2016,$0.00 ,$0.00 ,$0.00 
7/25/2016,$73.75 ,$232.88 ,$32.80 
7/26/2016,$59.00 ,$185.32 ,$16.40 
7/27/2016,$118.00 ,$241.08 ,$24.60 
7/28/2016,$88.50 ,$191.88 ,$32.80 
7/29/2016,$162.25 ,$388.68 ,$73.80 
7/30/2016,$132.75 ,$375.56 ,$32.80 
7/31/2016,$0.00 ,$0.00 ,$0.00 
8/1/2016,$73.75 ,$295.20 ,$65.60 
8/2/2016,$147.50 ,$250.92 ,$32.80 
8/3/2016,$44.25 ,$282.08 ,$16.40 
8/4/2016,$88.50 ,$349.32 ,$32.80 
8/5/2016,$162.25 ,$459.20 ,$65.60 
8/6/2016,$118.00 ,$323.08 ,$16.40 
8/7/2016,$0.00 ,$0.00 ,$0.00 
8/8/2016,$59.00 ,$234.52 ,$24.60 
8/9/2016,$44.25 ,$218.12 ,$57.40 
8/10/2016,$59.00 ,$280.44 ,$32.80 
8/11/2016,$103.25 ,$264.04 ,$41.00 
8/12/2016,$162.25 ,$437.88 ,$82.00 
8/13/2016,$103.25 ,$334.56 ,$123.00 
8/14/2016,$0.00 ,$0.00 ,$0.00 
8/15/2016,$59.00 ,$196.80 ,$49.20 
8/16/2016,$59.00 ,$183.68 ,$49.20 
8/17/2016,$29.50 ,$144.32 ,$57.40 
8/18/2016,$29.50 ,$214.84 ,$57.40 
8/19/2016,$206.50 ,$411.64 ,$139.40 
8/20/2016,$88.50 ,$324.72 ,$32.80 
8/21/2016,$0.00 ,$0.00 ,$0.00 
8/22/2016,$73.75 ,$170.56 ,$41.00 
8/23/2016,$14.75 ,$200.08 ,$32.80 
8/24/2016,$29.50 ,$250.92 ,$16.40 
8/25/2016,$88.50 ,$182.04 ,$73.80 
8/26/2016,$73.75 ,$367.36 ,$106.60 
8/27/2016,$162.25 ,$365.72 ,$82.00 
8/28/2016,$0.00 ,$0.00 ,$0.00 
8/29/2016,$88.50 ,$150.88 ,$24.60 
8/30/2016,$29.50 ,$180.40 ,$8.20 
8/31/2016,$103.25 ,$236.16 ,$8.20 
9/1/2016,$59.00 ,$247.64 ,$49.20 
9/2/2016,$59.00 ,$451.00 ,$65.60 
9/3/2016,$162.25 ,$385.40 ,$41.00 
9/4/2016,$0.00 ,$0.00 ,$0.00 
9/5/2016,$88.50 ,$439.52 ,$82.00 
9/6/2016,$44.25 ,$198.44 ,$41.00 
9/7/2016,$44.25 ,$175.48 ,$16.40 
9/8/2016,$29.50 ,$198.44 ,$57.40 
9/9/2016,$88.50 ,$490.36 ,$139.40 
9/10/2016,$118.00 ,$282.08 ,$57.40 
9/11/2016,$0.00 ,$0.00 ,$0.00 
9/12/2016,$44.25 ,$195.16 ,$32.80 
9/13/2016,$14.75 ,$188.60 ,$24.60 
9/14/2016,$59.00 ,$182.04 ,$16.40 
9/15/2016,$73.75 ,$229.60 ,$24.60 
9/16/2016,$103.25 ,$391.96 ,$123.00 
9/17/2016,$118.00 ,$265.68 ,$24.60 
9/18/2016,$0.00 ,$0.00 ,$0.00 
9/19/2016,$0.00 ,$236.16 ,$32.80 
9/20/2016,$88.50 ,$218.12 ,$8.20 
9/21/2016,$14.75 ,$200.08 ,$8.20 
9/22/2016,$73.75 ,$254.20 ,$41.00 
9/23/2016,$132.75 ,$410.00 ,$82.00 
9/24/2016,$147.50 ,$347.68 ,$73.80 
9/25/2016,$0.00 ,$0.00 ,$0.00 
9/26/2016,$44.25 ,$252.56 ,$41.00 
9/27/2016,$103.25 ,$221.40 ,$24.60 
9/28/2016,$88.50 ,$227.96 ,$32.80 
9/29/2016,$59.00 ,$298.48 ,$16.40 
9/30/2016,$162.25 ,$451.00 ,$147.60 
10/1/2016,$14.75 ,$365.72 ,$90.20 
10/2/2016,$0.00 ,$0.00 ,$0.00 
10/3/2016,$88.50 ,$242.72 ,$49.20 
10/4/2016,$29.50 ,$282.08 ,$41.00 
10/5/2016,$14.75 ,$290.28 ,$49.20 
10/6/2016,$88.50 ,$346.04 ,$65.60 
10/7/2016,$103.25 ,$560.88 ,$155.80 
10/8/2016,$103.25 ,$470.68 ,$147.60 
10/9/2016,$0.00 ,$0.00 ,$0.00 
10/10/2016,$0.00 ,$347.68 ,$41.00 
10/11/2016,$73.75 ,$329.64 ,$73.80 
10/12/2016,$103.25 ,$236.16 ,$65.60 
10/13/2016,$118.00 ,$259.12 ,$24.60 
10/14/2016,$221.25 ,$416.56 ,$82.00 
10/15/2016,$44.25 ,$350.96 ,$106.60 
10/16/2016,$0.00 ,$0.00 ,$0.00 
10/17/2016,$118.00 ,$229.60 ,$57.40 
10/18/2016,$29.50 ,$260.76 ,$49.20 
10/19/2016,$44.25 ,$247.64 ,$16.40 
10/20/2016,$29.50 ,$288.64 ,$41.00 
10/21/2016,$162.25 ,$418.20 ,$155.80 
10/22/2016,$177.00 ,$498.56 ,$82.00 
10/23/2016,$0.00 ,$0.00 ,$0.00 
10/24/2016,$44.25 ,$282.08 ,$32.80 
10/25/2016,$103.25 ,$272.24 ,$49.20 
10/26/2016,$29.50 ,$250.92 ,$24.60 
10/27/2016,$44.25 ,$257.48 ,$41.00 
10/28/2016,$177.00 ,$460.84 ,$82.00 
10/29/2016,$103.25 ,$396.88 ,$131.20 
10/30/2016,$0.00 ,$0.00 ,$0.00 
10/31/2016,$132.75 ,$242.72 ,$65.60 
11/1/2016,$44.25 ,$206.64 ,$16.40 
11/2/2016,$73.75 ,$209.92 ,$16.40 
11/3/2016,$59.00 ,$246.00 ,$49.20 
11/4/2016,$162.25 ,$465.76 ,$98.40 
11/5/2016,$147.50 ,$378.84 ,$98.40 
11/6/2016,$0.00 ,$0.00 ,$0.00 
11/7/2016,$88.50 ,$272.24 ,$41.00 
11/8/2016,$44.25 ,$290.28 ,$65.60 
11/9/2016,$88.50 ,$250.92 ,$73.80 
11/10/2016,$44.25 ,$298.48 ,$41.00 
11/11/2016,$280.25 ,$359.16 ,$90.20 
11/12/2016,$59.00 ,$332.92 ,$98.40 
11/13/2016,$0.00 ,$0.00 ,$0.00 
11/14/2016,$44.25 ,$209.92 ,$16.40 
11/15/2016,$29.50 ,$170.56 ,$24.60 
11/16/2016,$14.75 ,$134.48 ,$32.80 
11/17/2016,$59.00 ,$227.96 ,$73.80 
11/18/2016,$118.00 ,$385.40 ,$98.40 
11/19/2016,$73.75 ,$357.52 ,$82.00 
11/20/2016,$0.00 ,$0.00 ,$0.00 
11/21/2016,$103.25 ,$232.88 ,$41.00 
11/22/2016,$177.00 ,$219.76 ,$73.80 
11/23/2016,$44.25 ,$272.24 ,$98.40 
11/24/2016,$0.00 ,$0.00 ,$0.00 
11/25/2016,$221.25 ,$209.92 ,$65.60 
11/26/2016,$103.25 ,$139.40 ,$139.40 
11/27/2016,$0.00 ,$0.00 ,$0.00 
11/28/2016,$29.50 ,$175.48 ,$32.80 
11/29/2016,$44.25 ,$219.76 ,$49.20 
11/30/2016,$88.50 ,$159.08 ,$32.80 
12/1/2016,$59.00 ,$308.32 ,$41.00 
12/2/2016,$177.00 ,$328.00 ,$123.00 
12/3/2016,$59.00 ,$350.96 ,$65.60 
12/4/2016,$0.00 ,$0.00 ,$0.00 
12/5/2016,$88.50 ,$205.00 ,$41.00 
12/6/2016,$132.75 ,$167.28 ,$57.40 
12/7/2016,$147.50 ,$213.20 ,$24.60 
12/8/2016,$103.25 ,$236.16 ,$49.20 
12/9/2016,$88.50 ,$429.68 ,$98.40 
12/10/2016,$88.50 ,$273.88 ,$90.20 
12/11/2016,$0.00 ,$0.00 ,$0.00 
12/12/2016,$118.00 ,$236.16 ,$41.00 
12/13/2016,$29.50 ,$193.52 ,$16.40 
12/14/2016,$14.75 ,$209.92 ,$24.60 
12/15/2016,$88.50 ,$205.00 ,$32.80 
12/16/2016,$132.75 ,$270.60 ,$114.80 
12/17/2016,$73.75 ,$198.44 ,$49.20 
12/18/2016,$0.00 ,$0.00 ,$0.00 
12/19/2016,$0.00 ,$180.40 ,$32.80 
12/20/2016,$88.50 ,$203.36 ,$8.20 
12/21/2016,$132.75 ,$165.64 ,$8.20 
12/22/2016,$88.50 ,$164.00 ,$49.20 
12/23/2016,$191.75 ,$195.16 ,$73.80 
12/24/2016,$103.25 ,$131.20 ,$32.80 
12/25/2016,$0.00 ,$0.00 ,$0.00 
12/26/2016,$0.00 ,$0.00 ,$0.00 
12/27/2016,$44.25 ,$239.44 ,$41.00 
12/28/2016,$73.75 ,$249.28 ,$82.00 
12/29/2016,$191.75 ,$231.24 ,$41.00 
12/30/2016,$88.50 ,$350.96 ,$114.80 
12/31/2016,$59.00 ,$249.28 ,$65.60 
1/1/2017,0,0,0
1/2/2017,14.75,145.96,49.2
1/3/2017,73.75,139.4,32.8
1/4/2017,29.5,180.4,8.2
1/5/2017,29.5,175.48,8.2
1/6/2017,103.25,278.8,57.4
1/7/2017,29.5,63.96,24.6
1/8/2017,0,0,0
1/9/2017,44.25,183.68,24.6
1/10/2017,29.5,159.08,16.4
1/11/2017,29.5,196.8,24.6
1/12/2017,29.5,218.12,32.8
1/13/2017,177,301.76,98.4
1/14/2017,59,260.76,90.2
1/15/2017,0,0,0
1/16/2017,59,257.48,49.2
1/17/2017,73.75,170.56,49.2
1/18/2017,59,167.28,49.2
1/19/2017,44.25,182.04,8.2
1/20/2017,103.25,396.88,90.2
1/21/2017,44.25,288.64,41
1/22/2017,0,0,0
1/23/2017,44.25,214.84,24.6
1/24/2017,0,196.8,24.6
1/25/2017,44.25,168.92,41
1/26/2017,118,183.68,24.6
1/27/2017,206.5,541.2,155.8
1/28/2017,59,321.44,49.2
1/29/2017,0,0,0
1/30/2017,14.75,183.68,16.4
1/31/2017,14.75,264.04,49.2
2/1/2017,44.25,229.6,8.2
2/2/2017,118,213.2,16.4
2/3/2017,206.5,501.84,90.2
2/4/2017,132.75,342.76,32.8
2/5/2017,0,0,0
2/6/2017,59,200.08,16.4
2/7/2017,59,226.32,16.4
2/8/2017,14.75,223.04,8.2
2/9/2017,73.75,208.28,0
2/10/2017,177,403.44,139.4
2/11/2017,88.5,370.64,114.8
2/12/2017,0,0,0
2/13/2017,59,205,41
2/14/2017,103.25,200.08,98.4
2/15/2017,132.75,196.8,16.4
2/16/2017,44.25,206.64,41
2/17/2017,103.25,423.12,123
2/18/2017,73.75,319.8,32.8
2/19/2017,0,0,0
2/20/2017,29.5,209.92,41
2/21/2017,73.75,255.84,16.4
2/22/2017,0,193.52,16.4
2/23/2017,73.75,213.2,41
2/24/2017,162.25,441.16,123
2/25/2017,44.25,309.96,98.4
2/26/2017,0,0,0
2/27/2017,29.5,221.4,57.4
2/28/2017,29.5,216.48,90.2
3/1/2017,59,172.2,49.2
3/2/2017,44.25,259.12,24.6
3/3/2017,132.75,480.52,188.6
3/4/2017,147.5,395.24,98.4
3/5/2017,0,0,0
3/6/2017,59,296.84,16.4
3/7/2017,73.75,254.2,41
3/8/2017,118,219.76,32.8
3/9/2017,118,283.72,16.4
3/10/2017,118,482.16,123
3/11/2017,132.75,285.36,41
3/12/2017,0,0,0
3/13/2017,44.25,218.12,24.6
3/14/2017,103.25,180.4,49.2
3/15/2017,59,123,24.6
3/16/2017,59,188.6,16.4
3/17/2017,103.25,288.64,49.2
3/18/2017,44.25,196.8,49.2
3/19/2017,0,0,0
3/20/2017,73.75,211.56,24.6
3/21/2017,44.25,170.56,24.6
3/22/2017,59,209.92,16.4
3/23/2017,44.25,246,16.4
3/24/2017,88.5,441.16,82
3/25/2017,132.75,305.04,32.8
3/26/2017,0,0,0
3/27/2017,73.75,239.44,24.6
3/28/2017,14.75,268.96,32.8
3/29/2017,29.5,206.64,16.4
3/30/2017,59,270.6,24.6
3/31/2017,162.25,519.88,65.6
4/1/2017,59,400.16,82
4/2/2017,0,0,0
4/3/2017,29.5,223.04,16.4
4/4/2017,14.75,180.4,32.8
4/5/2017,88.5,224.68,49.2
4/6/2017,88.5,237.8,32.8
4/7/2017,162.25,449.36,98.4
4/8/2017,29.5,319.8,57.4
4/9/2017,0,0,0
4/10/2017,88.5,211.56,32.8
4/11/2017,59,219.76,57.4
4/12/2017,88.5,211.56,24.6
4/13/2017,88.5,267.32,41
4/14/2017,147.5,444.44,98.4
4/15/2017,147.5,321.44,123
4/16/2017,0,0,0
4/17/2017,44.25,198.44,24.6
4/18/2017,59,208.28,41
4/19/2017,29.5,229.6,24.6
4/20/2017,73.75,242.72,16.4
4/21/2017,132.75,408.36,41
4/22/2017,88.5,303.4,98.4
4/23/2017,0,0,0
4/24/2017,14.75,265.68,41
4/25/2017,103.25,177.12,41
4/26/2017,44.25,236.16,49.2
4/27/2017,44.25,232.88,32.8
4/28/2017,206.5,447.72,57.4
4/29/2017,103.25,375.56,73.8
4/30/2017,0,0,0
5/1/2017,118,290.28,32.8
5/2/2017,88.5,213.2,24.6
5/3/2017,88.5,241.08,73.8
5/4/2017,73.75,372.28,57.4
5/5/2017,103.25,414.92,139.4
5/6/2017,103.25,428.04,73.8
5/7/2017,0,0,0
5/8/2017,59,259.12,41
5/9/2017,118,314.88,8.2
5/10/2017,0,287,65.6
5/11/2017,14.75,290.28,73.8
5/12/2017,132.75,536.28,196.8
5/13/2017,162.25,395.24,131.2
5/14/2017,0,0,0
5/15/2017,44.25,172.2,32.8
5/16/2017,44.25,242.72,32.8
5/17/2017,103.25,170.56,41
5/18/2017,103.25,191.88,49.2
5/19/2017,162.25,347.68,114.8
5/20/2017,73.75,211.56,73.8
5/21/2017,0,0,0
5/22/2017,0,162.36,32.8
5/23/2017,29.5,208.28,32.8
5/24/2017,29.5,223.04,41
5/25/2017,73.75,203.36,32.8
5/26/2017,103.25,370.64,90.2
5/27/2017,59,244.36,114.8
5/28/2017,0,0,0
5/29/2017,73.75,283.72,32.8
5/30/2017,14.75,205,16.4
5/31/2017,44.25,224.68,57.4
6/1/2017,118,190.24,41
6/2/2017,88.5,519.88,139.4
6/3/2017,73.75,218.12,114.8
6/4/2017,0,0,0
6/5/2017,59,221.4,32.8
6/6/2017,73.75,218.12,24.6
6/7/2017,59,205,57.4
6/8/2017,73.75,209.92,32.8
6/9/2017,44.25,309.96,139.4
6/10/2017,147.5,275.52,41
6/11/2017,0,0,0
6/12/2017,14.75,205,90.2
6/13/2017,59,175.48,16.4
6/14/2017,44.25,213.2,24.6
6/15/2017,14.75,195.16,16.4
6/16/2017,147.5,396.88,90.2
6/17/2017,29.5,236.16,82
6/18/2017,0,0,0
6/19/2017,14.75,219.76,24.6
6/20/2017,103.25,246,41
6/21/2017,147.5,206.64,32.8
6/22/2017,29.5,347.68,114.8
6/23/2017,147.5,524.8,139.4
6/24/2017,132.75,298.48,123
6/25/2017,0,0,0
6/26/2017,29.5,283.72,73.8
6/27/2017,103.25,259.12,32.8
6/28/2017,29.5,262.4,16.4
6/29/2017,103.25,242.72,73.8
6/30/2017,191.75,408.36,98.4
7/1/2017,132.75,339.48,114.8
7/2/2017,0,0,0
7/3/2017,280.25,414.92,90.2
7/4/2017,177,242.72,24.6
7/5/2017,118,287,90.2
7/6/2017,103.25,267.32,57.4
7/7/2017,147.5,393.6,147.6
7/8/2017,103.25,275.52,82
7/9/2017,0,0,0
7/10/2017,29.5,267.32,41
7/11/2017,14.75,209.92,57.4
7/12/2017,14.75,265.68,57.4
7/13/2017,88.5,241.08,65.6
7/14/2017,206.5,323.08,57.4
7/15/2017,59,255.84,139.4
7/16/2017,0,0,0
7/17/2017,132.75,252.56,24.6
7/18/2017,73.75,264.04,65.6
7/19/2017,103.25,260.76,41
7/20/2017,118,259.12,57.4
7/21/2017,162.25,357.52,49.2
7/22/2017,59,344.4,49.2
7/23/2017,0,0,0
7/24/2017,59,344.4,57.4
7/25/2017,59,259.12,57.4
7/26/2017,14.75,283.72,16.4
7/27/2017,73.75,349.32,41
7/28/2017,221.25,470.68,155.8
7/29/2017,88.5,342.76,123
7/30/2017,0,0,0
7/31/2017,88.5,300.12,41
8/1/2017,73.75,344.4,65.6
8/2/2017,59,275.52,49.2
8/3/2017,132.75,309.96,57.4
8/4/2017,206.5,439.52,164
8/5/2017,132.75,375.56,90.2
8/6/2017,0,0,0
8/7/2017,44.25,278.8,41
8/8/2017,88.5,247.64,57.4
8/9/2017,73.75,262.4,24.6
8/10/2017,103.25,309.96,57.4
8/11/2017,147.5,513.32,131.2
8/12/2017,132.75,372.28,57.4
8/13/2017,0,0,0
8/14/2017,29.5,308.32,32.8
8/15/2017,88.5,254.2,41
8/16/2017,162.25,273.88,24.6
8/17/2017,73.75,255.84,57.4
